As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/09/2021,2010,4,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,4
1/09/2021,2010,4,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,29
1/09/2021,2010,4,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Howard Springs,2
1/09/2021,2010,4,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,12
1/09/2021,2010,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,10
1/09/2021,2010,4,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2010,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,3
1/09/2021,2010,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,10
1/09/2021,2010,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,7
1/09/2021,2010,4,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,43
1/09/2021,2010,4,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,4,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,4,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,23
1/09/2021,2010,4,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,6
1/09/2021,2010,4,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2010,4,House break-ins,House break-ins actual,-,-,Darwin,-,49
1/09/2021,2010,4,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,3
1/09/2021,2010,4,House break-ins,House break-ins actual,-,-,Palmerston,-,11
1/09/2021,2010,4,House break-ins,House break-ins attempted,-,-,Darwin,-,10
1/09/2021,2010,4,House break-ins,House break-ins attempted,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,4,House break-ins,House break-ins attempted,-,-,Palmerston,-,6
1/09/2021,2010,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,48
1/09/2021,2010,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,21
1/09/2021,2010,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,75
1/09/2021,2010,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,3
1/09/2021,2010,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,31
1/09/2021,2010,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,4,Property Damage Offences,Property damage offences,-,-,Darwin,-,273
1/09/2021,2010,4,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,5
1/09/2021,2010,4,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,7
1/09/2021,2010,4,Property Damage Offences,Property damage offences,-,-,Palmerston,-,109
1/09/2021,2010,4,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,1
1/09/2021,2010,4,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,1
1/09/2021,2010,4,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,2
1/09/2021,2010,4,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,10
1/09/2021,2010,4,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,1
1/09/2021,2010,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,265
1/09/2021,2010,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,8
1/09/2021,2010,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,19
1/09/2021,2010,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,102
1/09/2021,2010,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,1
1/09/2021,2010,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2010,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2010,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,8
1/09/2021,2010,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,2
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,26
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,12
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,38
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,1
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,3
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,7
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,4
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,29
1/09/2021,2010,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,4
1/09/2021,2010,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,8
1/09/2021,2010,5,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,1
1/09/2021,2010,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,1
1/09/2021,2010,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,20
1/09/2021,2010,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2010,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,7
1/09/2021,2010,5,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,47
1/09/2021,2010,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,5,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,15
1/09/2021,2010,5,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,8
1/09/2021,2010,5,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,5
1/09/2021,2010,5,Homicide and related Offences,Attempted Murder,-,-,Darwin,-,1
1/09/2021,2010,5,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/09/2021,2010,5,House break-ins,House break-ins actual,-,-,Darwin,-,75
1/09/2021,2010,5,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2010,5,House break-ins,House break-ins actual,-,-,Palmerston,-,22
1/09/2021,2010,5,House break-ins,House break-ins attempted,-,-,Darwin,-,10
1/09/2021,2010,5,House break-ins,House break-ins attempted,-,-,Palmerston,-,7
1/09/2021,2010,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,66
1/09/2021,2010,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,14
1/09/2021,2010,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,79
1/09/2021,2010,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,23
1/09/2021,2010,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,2
1/09/2021,2010,5,Property Damage Offences,Property damage offences,-,-,Darwin,-,361
1/09/2021,2010,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,8
1/09/2021,2010,5,Property Damage Offences,Property damage offences,-,-,Palmerston,-,91
1/09/2021,2010,5,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,2
1/09/2021,2010,5,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,17
1/09/2021,2010,5,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,5,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,3
1/09/2021,2010,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,327
1/09/2021,2010,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,1
1/09/2021,2010,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,9
1/09/2021,2010,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,95
1/09/2021,2010,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,2
1/09/2021,2010,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,9
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,23
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,10
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,28
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,5
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,3
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,4
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,28
1/09/2021,2010,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,4
1/09/2021,2010,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,5
1/09/2021,2010,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,3
1/09/2021,2010,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,8
1/09/2021,2010,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2010,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2010,6,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/09/2021,2010,6,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,29
1/09/2021,2010,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,6,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,8
1/09/2021,2010,6,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,10
1/09/2021,2010,6,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2010,6,Homicide and related Offences,Attempted Murder,-,-,Palmerston,-,1
1/09/2021,2010,6,Homicide and related Offences,Manslaughter,-,-,Darwin,-,1
1/09/2021,2010,6,House break-ins,House break-ins actual,-,-,Darwin,-,47
1/09/2021,2010,6,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,6,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,6,House break-ins,House break-ins actual,-,-,Palmerston,-,11
1/09/2021,2010,6,House break-ins,House break-ins attempted,-,-,Darwin,-,7
1/09/2021,2010,6,House break-ins,House break-ins attempted,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,6,House break-ins,House break-ins attempted,-,-,Palmerston,-,3
1/09/2021,2010,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,28
1/09/2021,2010,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,7
1/09/2021,2010,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,77
1/09/2021,2010,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,11
1/09/2021,2010,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,3
1/09/2021,2010,6,Property Damage Offences,Property damage offences,-,-,Darwin,-,310
1/09/2021,2010,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,6,Property Damage Offences,Property damage offences,-,-,Palmerston,-,65
1/09/2021,2010,6,Robbery - extortion and related offences,Blackmail and extortion,-,-,Darwin,-,1
1/09/2021,2010,6,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,4
1/09/2021,2010,6,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,6,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,6,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,3
1/09/2021,2010,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,323
1/09/2021,2010,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,1
1/09/2021,2010,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,11
1/09/2021,2010,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,68
1/09/2021,2010,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2010,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,9
1/09/2021,2010,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,33
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Howard Springs,2
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,1
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,15
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,58
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,9
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,6
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,22
1/09/2021,2010,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,4
1/09/2021,2010,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,7
1/09/2021,2010,7,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2010,7,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,1
1/09/2021,2010,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,1
1/09/2021,2010,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,18
1/09/2021,2010,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2010,7,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,37
1/09/2021,2010,7,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,17
1/09/2021,2010,7,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,4
1/09/2021,2010,7,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,4
1/09/2021,2010,7,House break-ins,House break-ins actual,-,-,Darwin,-,58
1/09/2021,2010,7,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,2
1/09/2021,2010,7,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,7,House break-ins,House break-ins actual,-,-,Palmerston,-,21
1/09/2021,2010,7,House break-ins,House break-ins attempted,-,-,Darwin,-,14
1/09/2021,2010,7,House break-ins,House break-ins attempted,-,-,Palmerston,-,4
1/09/2021,2010,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,37
1/09/2021,2010,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,3
1/09/2021,2010,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,9
1/09/2021,2010,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,80
1/09/2021,2010,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,31
1/09/2021,2010,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,1
1/09/2021,2010,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/09/2021,2010,7,Property Damage Offences,Property damage offences,-,-,Darwin,-,322
1/09/2021,2010,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,2
1/09/2021,2010,7,Property Damage Offences,Property damage offences,-,-,Palmerston,-,94
1/09/2021,2010,7,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,2
1/09/2021,2010,7,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,1
1/09/2021,2010,7,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,8
1/09/2021,2010,7,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,1
1/09/2021,2010,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,333
1/09/2021,2010,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,4
1/09/2021,2010,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,4
1/09/2021,2010,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,79
1/09/2021,2010,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2010,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2010,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,5
1/09/2021,2010,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,33
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,12
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,59
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,7
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,5
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,1
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,28
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2010,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,8
1/09/2021,2010,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,9
1/09/2021,2010,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,6
1/09/2021,2010,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,20
1/09/2021,2010,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2010,8,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2010,8,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,31
1/09/2021,2010,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,3
1/09/2021,2010,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,3
1/09/2021,2010,8,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,8
1/09/2021,2010,8,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,7
1/09/2021,2010,8,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,1
1/09/2021,2010,8,House break-ins,House break-ins actual,-,-,Darwin,-,45
1/09/2021,2010,8,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,8,House break-ins,House break-ins actual,-,-,Palmerston,-,5
1/09/2021,2010,8,House break-ins,House break-ins attempted,-,-,Darwin,-,13
1/09/2021,2010,8,House break-ins,House break-ins attempted,-,-,Palmerston,-,5
1/09/2021,2010,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,35
1/09/2021,2010,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,3
1/09/2021,2010,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,3
1/09/2021,2010,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,3
1/09/2021,2010,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,63
1/09/2021,2010,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,2
1/09/2021,2010,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,2
1/09/2021,2010,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,10
1/09/2021,2010,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,3
1/09/2021,2010,8,Property Damage Offences,Property damage offences,-,-,Darwin,-,250
1/09/2021,2010,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,4
1/09/2021,2010,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/09/2021,2010,8,Property Damage Offences,Property damage offences,-,-,Palmerston,-,63
1/09/2021,2010,8,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,2
1/09/2021,2010,8,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,1
1/09/2021,2010,8,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,11
1/09/2021,2010,8,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,4
1/09/2021,2010,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,294
1/09/2021,2010,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,4
1/09/2021,2010,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,6
1/09/2021,2010,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,57
1/09/2021,2010,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,2
1/09/2021,2010,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2010,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,10
1/09/2021,2010,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,2
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,23
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,13
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,47
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,12
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,5
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,4
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,31
1/09/2021,2010,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,9
1/09/2021,2010,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,6
1/09/2021,2010,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,3
1/09/2021,2010,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,11
1/09/2021,2010,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2010,9,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/09/2021,2010,9,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2010,9,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,47
1/09/2021,2010,9,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,2
1/09/2021,2010,9,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,10
1/09/2021,2010,9,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,8
1/09/2021,2010,9,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,5
1/09/2021,2010,9,House break-ins,House break-ins actual,-,-,Darwin,-,49
1/09/2021,2010,9,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,9,House break-ins,House break-ins actual,-,-,Palmerston,-,24
1/09/2021,2010,9,House break-ins,House break-ins attempted,-,-,Darwin,-,7
1/09/2021,2010,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,22
1/09/2021,2010,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/09/2021,2010,9,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,19
1/09/2021,2010,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,74
1/09/2021,2010,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2010,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2010,9,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,23
